Gene.refGene	mis_ratio_score
DPP3	0.9117647058823529
DPP4	0.8813559322033898
DPP6	0.5116279069767442
DPP7	0.9827586206896551
DPP8	1.0
DPP9	0.8837209302325582
DPPA2	1.0
DPPA3	1.0
DPPA4	1.0
DPPA5	1.0
DPRX	0.9090909090909091
DPT	0.75
DPY19L1	1.0
DPY19L2	0.8867924528301887
DPY19L3	1.0
DPY19L4	1.0
DPY30	1.0
DPYD	0.48812664907651715
DPYD-AS1;DPYD	0.0
DPYD;DPYD-AS1	1.0
DPYS	0.6451612903225806
DPYSL2	0.675
DPYSL3	0.8333333333333334
DPYSL4	1.0
DPYSL5	0.8301886792452831
DQX1	1.0
DR1	1.0
DRAM1	1.0
DRAM2	0.6119402985074627
DRAP1	0.9230769230769231
DRAXIN	0.9545454545454546
DRC1	0.5947712418300654
DRC3	0.9743589743589743
DRC7	1.0
DRD1	0.7333333333333333
DRD2	0.47619047619047616
DRD3	0.6486486486486487
DRD4	0.7419354838709677
DRD5	0.9411764705882353
DRG1	0.5714285714285714
DRG2	0.875
DRGX	0.0
DRICH1	0.9411764705882353
DROSHA	0.6122448979591837
DRP2	0.6656441717791411
DSC1	0.9803921568627451
DSC2	0.6295180722891566
DSC3	0.8076923076923077
DSCAM	0.6714285714285714
DSCAML1	0.5857868020304569
DSCC1	1.0
DSE	0.5857605177993528
DSEL	0.9701492537313433
DSG1	0.6700680272108843
DSG1-AS1	0.0
DSG1;DSG1-AS1	0.0
DSG2	0.6282216494845361
DSG2-AS1	0.0
DSG2;DSG2-AS1	0.0
DSG3	0.8985507246376812
DSG4	0.6818181818181818
DSN1	0.8947368421052632
DSP	0.5771933801858989
DSPP	0.5534188034188035
DST	0.6506717850287908
DSTN	1.0
DSTYK	0.7074468085106383
DTD1	1.0
DTD2	1.0
DTHD1	0.7249357326478149
DTL	0.896551724137931
DTNA	0.6365979381443299
DTNB	0.9487179487179487
DTNBP1	0.5621621621621622
DTWD1	1.0
DTWD2	1.0
DTX1	0.926829268292683
DTX2	0.8852459016393442
DTX3	1.0
DTX3L	0.9583333333333334
DTX4	0.926829268292683
DTYMK	0.88
DUOX1	0.8918918918918919
DUOX2	0.5
DUOX2;DUOX2	0.5
DUOXA1	0.9696969696969697
DUOXA1;DUOXA2	0.625
DUOXA2	0.5652173913043478
DUS1L	1.0
DUS2	1.0
DUS3L	1.0
DUS4L	1.0
DUS4L;DUS4L-BCAP29	1.0
DUSP1	0.9047619047619048
DUSP10	1.0
DUSP11	0.9565217391304348
DUSP12	1.0
DUSP13	0.9354838709677419
DUSP14	1.0
DUSP15	0.9473684210526315
DUSP16	0.8863636363636364
DUSP18	1.0
DUSP19	1.0
DUSP2	0.92
DUSP21	1.0
DUSP22	0.5238095238095238
DUSP23	1.0
DUSP26	1.0
DUSP28	1.0
DUSP29	1.0
DUSP3	0.875
DUSP4	0.9285714285714286
DUSP5	0.9166666666666666
DUSP6	0.6818181818181818
DUSP7	1.0
DUSP8	0.9761904761904762
DUSP9	0.8787878787878788
DUT	0.8888888888888888
DUX4	1.0
DUXA	0.9375
DVL1	0.5826612903225806
DVL1;DVL1	1.0
DVL2	0.873015873015873
DVL3	0.5688405797101449
DXO	0.9166666666666666
DYDC1	1.0
DYDC2	0.9090909090909091
DYM	0.5084033613445378
DYNAP	1.0
DYNC1H1	0.5551125035602392
DYNC1I1	0.640625
DYNC1I2	0.7647058823529411
DYNC1LI1	1.0
DYNC1LI2	0.96
DYNC2H1	0.4113785557986871
DYNC2I1	0.625
DYNC2I2	0.5681233933161953
DYNC2LI1	0.6454545454545455
DYNLL2	1.0
DYNLRB1	1.0
DYNLRB2	0.9333333333333333
DYNLT1	1.0
DYNLT3	0.8571428571428571
DYRK1A	0.48538754764930114
DYRK1A;DYRK1A	0.0
DYRK1B	0.5732484076433121
DYRK2	0.9666666666666667
DYRK3	0.967741935483871
DYRK4	0.9655172413793104
DYSF	0.3987061627511066
DYTN	0.8918918918918919
DZANK1	1.0
DZIP1	0.9622641509433962
DZIP1L	0.7189542483660131
DZIP3	1.0
E2F1	0.6428571428571429
E2F2	0.9333333333333333
E2F3	1.0
E2F4	0.9583333333333334
E2F5	1.0
E2F6	1.0
E2F7	0.9166666666666666
E2F8	0.90625
E4F1	0.9701492537313433
EAF1	0.8947368421052632
EAF2	0.7692307692307693
EAPP	1.0
EARS2	0.6347826086956522
EBAG9	1.0
EBF1	1.0
EBF2	0.96
EBF3	0.5380952380952381
EBF4	0.9629629629629629
EBI3	0.9629629629629629
EBLN1	1.0
EBLN2	1.0
EBNA1BP2	1.0
EBP	0.5333333333333333
EBP;EBP	0.0
EBPL	1.0
ECD	0.8709677419354839
ECE1	0.7714285714285715
ECE2;EEF1AKMT4-ECE2	0.9354838709677419
ECEL1	0.6049382716049383
ECH1	0.9642857142857143
ECHDC1	0.9411764705882353
ECHDC2	0.9615384615384616
ECHDC3	1.0
ECHS1	0.5739130434782609
ECI1	0.9722222222222222
ECI2	0.9354838709677419
ECM1	0.5714285714285714
ECM2	1.0
ECMXP	0.0
ECPAS	0.9906542056074766
ECRG4	1.0
ECSCR	1.0
ECSIT	0.9642857142857143
ECT2	0.9714285714285714
ECT2L	0.9325842696629213
EDA	0.451685393258427
EDA2R	0.8275862068965517
EDA;EDA	0.0
EDAR	0.5789473684210527
EDARADD	0.6885245901639344
EDC3	0.5897435897435898
EDC4	0.9333333333333333
EDDM3A	1.0
EDDM3B	1.0
EDEM1	1.0
EDEM2	1.0
EDEM2;MMP24-AS1-EDEM2	0.972972972972973
EDEM3	0.7846153846153846
EDF1	1.0
EDIL3	1.0
EDN1	0.7352941176470589
EDN2	1.0
EDN3	0.6506024096385542
EDNRA	0.639344262295082
EDNRB	0.5980392156862745
EDRF1	0.88
EEA1	0.9841269841269841
EED	0.6708860759493671
EEF1A1	0.7142857142857143
EEF1A2	0.45905707196029777
EEF1AKMT1	1.0
EEF1AKMT2	1.0
EEF1AKMT3	1.0
EEF1AKMT4;EEF1AKMT4-ECE2	1.0
EEF1AKNMT	0.8142857142857143
EEF1B2	0.7058823529411765
EEF1D	0.7692307692307693
EEF1E1	1.0
EEF1G	1.0
EEF2	0.46236559139784944
EEF2K	0.9850746268656716
EEF2KMT	1.0
EEFSEC	0.9482758620689655
EEPD1	0.9767441860465116
EFCAB1	0.7692307692307693
EFCAB10;RINT1	0.8507462686567164
EFCAB11	1.0
EFCAB12	1.0
EFCAB13	0.7352941176470589
EFCAB14	1.0
EFCAB2	0.8571428571428571
EFCAB3	0.8636363636363636
EFCAB5	0.8672566371681416
EFCAB6	0.984251968503937
EFCAB7	0.9259259259259259
EFCAB8	0.0
EFCAB9	1.0
EFCC1	0.9615384615384616
EFEMP1	0.6425531914893617
EFEMP2	0.549618320610687
EFHB	0.9636363636363636
EFHC1	0.6832844574780058
EFHC2	0.9166666666666666
EFHD1	1.0
EFHD2	1.0
EFL1	0.6177285318559557
EFNA1	1.0
EFNA2	1.0
EFNA3	0.9375
EFNA4	0.7857142857142857
EFNA5	1.0
EFNB1	0.562962962962963
EFNB2	0.7222222222222222
EFNB3	1.0
EFR3A	0.8571428571428571
EFR3B	1.0
EFS	0.9818181818181818
EFS;EFS	1.0
EFTUD2	0.468384074941452
EGF	0.6268656716417911
EGFL6	0.8461538461538461
EGFL7	1.0
EGFL8	0.9545454545454546
EGFLAM	0.967032967032967
EGFR	0.6018683274021353
EGFR-AS1	0.0
EGFR-AS1;EGFR	0.0
EGFR;EGFR	1.0
EGLN1	0.578215527230591
EGLN2	0.5190311418685121
EGLN3	0.8333333333333334
EGR1	0.7333333333333333
EGR2	0.6340782122905028
EGR3	0.5263157894736842
EGR4	0.875
EHBP1	0.9375
EHBP1L1	0.9596774193548387
EHD1	0.75
EHD2	1.0
EHD3	0.9444444444444444
EHD4	1.0
EHF	0.95
EHHADH	0.6787564766839378
EHMT1	0.5704531346989448
EHMT1;EHMT1	1.0
EHMT2	0.8421052631578947
EI24	1.0
EID1	1.0
EID2	1.0
EID2B	1.0
EID3	1.0
EIF1AD	1.0
EIF1AX	0.75
EIF1B	1.0
EIF2A	1.0
EIF2AK1	0.703125
EIF2AK2	0.7165354330708661
EIF2AK3	0.43375394321766564
EIF2AK3-DT	0.0
EIF2AK4	0.5584415584415584
EIF2B1	0.3615819209039548
EIF2B2	0.40425531914893614
EIF2B3	0.4948453608247423
EIF2B4	0.41471571906354515
EIF2B4;EIF2B4	1.0
EIF2B5	0.3970037453183521
EIF2D	0.9736842105263158
EIF2S1	0.9
EIF2S2	0.5
EIF2S3	0.6938775510204082
EIF2S3B	0.5
EIF3A	0.8902439024390244
EIF3B	0.863013698630137
EIF3B;EIF3B	1.0
EIF3C;EIF3CL	1.0
EIF3D	0.7692307692307693
EIF3E	1.0
EIF3F	0.66
EIF3G	0.9166666666666666
EIF3H	1.0
EIF3I	1.0
EIF3J	1.0
EIF3K	1.0
EIF3L	0.8461538461538461
EIF3M	1.0
EIF4A1	0.7142857142857143
EIF4A2	0.5142857142857142
EIF4A3	0.5416666666666666
EIF4B	1.0
EIF4E	0.9
EIF4E1B	1.0
EIF4E2	1.0
EIF4E3	1.0
EIF4EBP1	0.6666666666666666
EIF4EBP2	0.8888888888888888
EIF4EBP3	1.0
EIF4ENIF1	0.9538461538461539
EIF4G1	0.8053097345132744
EIF4G2	0.90625
EIF4G3	0.9775280898876404
EIF4H	0.8333333333333334
EIF5	1.0
EIF5A	0.5238095238095238
EIF5A2	1.0
EIF5AL1	1.0
EIF5B	0.9615384615384616
EIF6	0.9375
EIPR1	0.9333333333333333
ELAC1	1.0
ELAC2	0.5413533834586466
ELANE	0.6338672768878718
ELAPOR1	0.972972972972973
ELAPOR2	1.0
ELAVL1	1.0
ELAVL2	0.8888888888888888
ELAVL3	0.7142857142857143
ELAVL4	1.0
ELF1	0.9473684210526315
ELF2	0.9565217391304348
ELF3	0.8461538461538461
ELF4	0.8333333333333334
ELF5	1.0
ELFN1	0.7745098039215687
ELFN2	1.0
ELK1	0.7083333333333334
ELK3	0.9285714285714286
ELK4	1.0
ELL	0.9777777777777777
ELL2	1.0
ELL3	1.0
ELMO1	0.9642857142857143
ELMO2	0.5405405405405406
ELMO3	0.9622641509433962
ELMOD1	0.92
ELMOD2	0.9565217391304348
ELMOD3	0.6
ELN	0.45875542691751087
ELN;ELN	0.5
ELOA	0.975
ELOA2	0.9901960784313726
ELOB	0.9473684210526315
ELOC	1.0
ELOF1	1.0
ELOVL1	0.6176470588235294
ELOVL2	1.0
ELOVL3	1.0
ELOVL4	0.5876288659793815
ELOVL5	0.810126582278481
ELOVL6	1.0
ELOVL7	1.0
ELP1	0.39816124469589814
ELP1;ELP1	0.0
ELP2	0.7214285714285714
ELP3	0.8571428571428571
ELP4	0.8
ELP5	1.0
ELP6	0.9545454545454546
ELSPBP1	1.0
EMB	0.9375
EMC1	0.5934426229508196
EMC1-AS1	0.0
EMC10	0.5319148936170213
EMC1;EMC1	0.5
EMC2	1.0
EMC3	0.9
EMC4	0.75
EMC6	1.0
EMC7	0.9090909090909091
EMC8	1.0
EMC9	1.0
EMCN	0.9375
EMD	0.43838862559241704
EME1	1.0
EME2	0.375
EME2;MRPS34	0.0
EMG1	0.4117647058823529
EMID1	1.0
EMILIN1	0.9026548672566371
EMILIN2	0.873015873015873
EMILIN3	0.9850746268656716
EML1	0.48717948717948717
EML2	0.9682539682539683
EML3	0.9803921568627451
EML4	0.9746835443037974
EML5	0.9690721649484536
EML6	0.9367088607594937
EMP1	0.9166666666666666
EMP2	0.5882352941176471
EMP3	1.0
EMSY	0.7692307692307693
EMX1	1.0
EMX2	0.5806451612903226
EN1	0.8378378378378378
EN2	0.8571428571428571
ENAH	0.9230769230769231
ENAM	0.7602739726027398
ENC1	1.0
ENDOD1	0.9444444444444444
ENDOG	0.8928571428571429
ENDOU	0.9130434782608695
ENDOV	1.0
ENG	0.4226890756302521
ENG;ENG	1.0
ENG;LOC102723566	0.0
ENGASE	0.9620253164556962
ENKD1	0.9666666666666667
ENKUR	0.95
ENO1	0.85
ENO2	0.8636363636363636
ENO3	0.5579399141630901
ENO4	0.9761904761904762
ENOPH1	0.8333333333333334
ENOSF1	0.9487179487179487
ENOX1	0.9459459459459459
ENOX2	0.9230769230769231
ENPEP	0.9565217391304348
ENPP1	0.6276595744680851
ENPP2	0.9508196721311475
ENPP3	0.9830508474576272
ENPP4	1.0
ENPP5	0.96
ENPP6	0.925
ENPP7	0.9777777777777777
ENSA	1.0
ENTHD1	1.0
ENTPD1	0.5851851851851851
ENTPD1-AS1	0.0
ENTPD2	0.9298245614035088
ENTPD3	0.9705882352941176
ENTPD4	0.9824561403508771
ENTPD5	0.9565217391304348
ENTPD6	1.0
ENTPD7	0.9411764705882353
ENTPD8	0.9841269841269841
ENTR1	1.0
ENY2	1.0
EOGT	0.5833333333333334
EOLA1	1.0
EOLA2	0.4
EOMES	0.7258064516129032
EP300	0.5794251134644478
EP400	0.696236559139785
EPAS1	0.6115357887421821
EPB41	0.6446280991735537
EPB41L1	0.6548672566371682
EPB41L2	0.9577464788732394
EPB41L3	0.9459459459459459
EPB41L4A	0.9166666666666666
EPB41L4B	0.9803921568627451
EPB41L5	0.9411764705882353
EPB42	0.7243589743589743
EPC1	0.9655172413793104
EPC1;EPC1	1.0
EPC2	0.8947368421052632
EPCAM	0.6303630363036303
EPDR1	1.0
EPG5	0.48864298194525335
EPHA1	0.9263157894736842
EPHA10	0.9425287356321839
EPHA2	0.6478260869565218
EPHA3	0.7857142857142857
EPHA4	0.5773809523809523
EPHA5	0.9591836734693877
EPHA6	0.967741935483871
EPHA7	0.9285714285714286
EPHA8	0.9611650485436893
EPHB1	0.9056603773584906
EPHB2	0.4946236559139785
EPHB3	0.8913043478260869
EPHB4	0.5741839762611276
EPHB4;SLC12A9	0.0
EPHB6	1.0
EPHX1	0.6981132075471698
EPHX2	0.8653846153846154
EPHX3	0.9166666666666666
EPHX4	1.0
EPM2A	0.6229946524064172
EPM2A;EPM2A	1.0
EPM2AIP1	0.9393939393939394
EPN1	0.9661016949152542
EPN2	1.0
EPN3	0.9830508474576272
EPO	0.6060606060606061
EPOP	1.0
EPOR	0.6046511627906976
EPPIN-WFDC6;WFDC6	1.0
EPPK1	0.6466165413533834
EPRS1	0.6917808219178082
EPS15	1.0
EPS15L1	0.9787234042553191
EPS8	0.6170212765957447
EPS8L1	1.0
EPS8L2	0.6666666666666666
EPS8L3	0.9090909090909091
EPSTI1	1.0
EPX	0.9411764705882353
EPYC	0.9473684210526315
EQTN	1.0
ERAL1	0.8333333333333334
ERAP1	0.7634408602150538
ERAP2	0.9104477611940298
ERAS	0.7
ERBB2	0.5680580762250453
ERBB2;ERBB2	1.0
ERBB3	0.7456140350877193
ERBB4	0.6228070175438597
ERBIN	0.711892797319933
ERBIN;ERBIN	1.0
ERC1	0.8857142857142857
ERC2	0.972972972972973
ERCC1	0.4
ERCC2	0.5140758873929009
ERCC2;ERCC2	0.0
ERCC3	0.5263157894736842
ERCC4	0.6375
ERCC5	0.7777777777777778
ERCC6	0.3484098939929329
ERCC6;PGBD3	0.7
ERCC6L	0.8888888888888888
ERCC6L2	0.6098310291858678
ERCC8	0.3061797752808989
ERCC8;ERCC8	0.0
EREG	1.0
ERF	0.5235602094240838
ERFE	0.0
ERG	0.8148148148148148
ERG28	1.0
ERGIC1	0.95
ERGIC2	1.0
ERGIC3	0.8421052631578947
ERI1	0.7924528301886793
ERI2	1.0
ERI3	1.0
ERICH1	1.0
ERICH2	1.0
ERICH3	1.0
ERICH4	1.0
ERICH5	1.0
ERICH6	0.9767441860465116
ERICH6B	0.8837209302325582
ERLEC1	0.9761904761904762
ERLIN1	0.6153846153846154
ERLIN2	0.55
ERMAP	0.8421052631578947
ERMARD	0.6381909547738693
ERMN	1.0
ERMP1	0.9137931034482759
ERN1	0.9433962264150944
ERN2	0.6976744186046512
ERO1A	0.8947368421052632
ERO1B	1.0
ERP27	1.0
ERP29	1.0
ERP44	1.0
ERRFI1	0.92
ERV3-1	0.6666666666666666
ERV3-1-ZNF117;ZNF117	1.0
ERVFRD-1	1.0
ERVMER34-1	1.0
ERVV-1	1.0
ERVV-2	1.0
ERVW-1	1.0
ESAM	0.8461538461538461
ESCO1	0.9767441860465116
ESCO2	0.248868778280543
ESD	0.8823529411764706
ESF1	0.9791666666666666
ESM1	0.8333333333333334
ESPL1	0.8869565217391304
ESPN	0.6295180722891566
ESPN;ESPN	1.0
ESPNL	0.9827586206896551
ESR1	0.5384615384615384
ESR2	0.6160714285714286
ESRP1	0.6981132075471698
ESRP2	0.85
ESRRA	0.9
ESRRB	0.6241610738255033
ESRRB;ESRRB	1.0
ESRRG	0.9
ESS2	0.8615384615384616
ESX1	0.8717948717948718
ESYT1	0.9555555555555556
ESYT2	1.0
ESYT3	1.0
ETAA1	0.9491525423728814
ETF1	1.0
ETFA	0.34576271186440677
ETFB	0.4345991561181435
ETFBKMT	0.3333333333333333
ETFDH	0.4423076923076923
ETFRF1	1.0
ETHE1	0.2926829268292683
ETHE1;ETHE1	0.0
ETNK1	1.0
ETNK2	0.9090909090909091
ETNPPL	0.9583333333333334
ETS1	0.7
ETS2	0.9428571428571428
ETV1	1.0
ETV2	0.9696969696969697
ETV3	1.0
ETV3L	0.8837209302325582
ETV4	0.9534883720930233
ETV5	0.7857142857142857
ETV6	0.5685483870967742
ETV7	0.9375
EVA1A	0.8823529411764706
EVA1B	1.0
EVA1C	0.9428571428571428
EVC	0.2905405405405405
EVC2	0.2976271186440678
EVI2A	0.8333333333333334
EVI2B	0.9130434782608695
EVI5	0.9333333333333333
EVI5L	1.0
EVL	0.9615384615384616
EVPL	0.9797979797979798
EVPLL	1.0
EVX1	0.9705882352941176
EVX2	0.8958333333333334
EWSR1	0.7948717948717948
EXD1	1.0
EXD2	0.9787234042553191
EXD3	0.9912280701754386
EXO1	0.8194444444444444
EXO5	0.85
EXOC1	1.0
EXOC2	0.803030303030303
EXOC3	0.95
EXOC3L1	0.9836065573770492
EXOC3L2	0.759493670886076
EXOC3L4	0.9852941176470589
EXOC4	0.9285714285714286
EXOC5	1.0
EXOC6	0.9655172413793104
EXOC6B	0.573170731707317
EXOC7	0.7887323943661971
EXOC8	0.6923076923076923
EXOG	1.0
EXOSC1	1.0
EXOSC10	0.9811320754716981
EXOSC10;EXOSC10-AS1	1.0
EXOSC2	0.5837837837837838
EXOSC2;EXOSC2	0.0
EXOSC3	0.4
EXOSC4	0.8666666666666667
EXOSC5	0.8648648648648649
EXOSC6	1.0
EXOSC7	1.0
EXOSC8	0.6515151515151515
EXOSC9	0.6157894736842106
EXOSC9;EXOSC9	0.0
EXPH5	0.7923728813559322
EXT1	0.4
EXT2	0.5142428785607196
EXTL1	1.0
EXTL2	1.0
EXTL3	0.49774774774774777
EYA1	0.47619047619047616
EYA1;EYA1	0.0
EYA2	0.972972972972973
EYA3	1.0
EYA4	0.6346153846153846
EYA4;EYA4	1.0
EYS	0.3949579831932773
EYS;EYS	0.6666666666666666
EZH1	0.92
EZH2	0.581267217630854
EZHIP	0.5
EZR	0.6268656716417911
F10	0.7142857142857143
F11	0.40625
F11-AS1	0.0
F11;F11	0.0
F11R	0.9473684210526315
F12	0.6293103448275862
F13A1	0.6577181208053692
F13B	0.7204301075268817
F2	0.3826086956521739
F2R	0.8
F2RL1	0.9130434782608695
F2RL2	0.96
F2RL3	0.9
F3	0.9565217391304348
F5	0.4595635430038511
F7	0.7337278106508875
F8	0.6951672862453532
F8A1;F8A2;F8A3	1.0
F9	0.5529157667386609
FA2H	0.5637065637065637
FAAH	0.717391304347826
FAAH2	0.7878787878787878
FAAP100	1.0
FAAP20	1.0
FAAP24	0.76
FABP1	0.9166666666666666
FABP12	0.9411764705882353
FABP2	0.7857142857142857
FABP3	0.7
FABP4	0.6666666666666666
FABP5	0.8181818181818182
FABP6	0.9230769230769231
FABP7	0.6666666666666666
FABP9	1.0
FADD	0.5142857142857142
FADS1	0.7777777777777778
FADS2	0.8888888888888888
FADS3	1.0
FADS6	1.0
FAF1	0.96875
FAF2	1.0
FAH	0.3203285420944558
FAH;FAH	0.0
FAHD1	1.0
FAHD1;MEIOB	0.0
FAHD2A	0.9310344827586207
FAHD2B	1.0
FAIM	1.0
FAIM2	0.9230769230769231
FAM102A	1.0
FAM102B	1.0
FAM104A	1.0
FAM104B	1.0
FAM107A	0.9411764705882353
FAM107B	0.8571428571428571
FAM110A	1.0
FAM110B	1.0
FAM110C	1.0
FAM110D	1.0
FAM111A	0.6468085106382979
FAM111B	0.8780487804878049
FAM114A1	0.9696969696969697
FAM114A2	1.0
FAM117A	1.0
FAM117B	1.0
FAM118A	0.9523809523809523
FAM118B	1.0
FAM120A	0.8695652173913043
FAM120A;FAM120AOS	1.0
FAM120AOS	0.8823529411764706
FAM120B	1.0
FAM120C	0.8181818181818182
FAM122A	1.0
FAM122B	0.8333333333333334
FAM122B;FAM122B	1.0
FAM122C	1.0
FAM124A	0.95
FAM124B	1.0
FAM126A	0.5572139303482587
FAM126B	1.0
FAM131A	0.9166666666666666
FAM131B	0.9259259259259259
FAM131C	0.896551724137931
FAM133A	1.0
FAM133B	1.0
FAM135A	0.9402985074626866
FAM135B	0.95
FAM136A	0.75
FAM13A	0.9285714285714286
FAM13B	1.0
FAM13C	1.0
FAM149A	1.0
FAM149B1	0.696969696969697
FAM151A	0.9090909090909091
FAM151B	1.0
FAM153A	1.0
FAM155A	0.9354838709677419
FAM155B	0.9393939393939394
FAM160A1	0.970873786407767
FAM160A2	0.9726027397260274
FAM160B1	0.9032258064516129
FAM160B2	1.0
FAM161A	0.36629526462395545
FAM161B	0.9795918367346939
FAM162A	1.0
FAM162B	1.0
FAM163A	1.0
FAM163B	1.0
FAM166A	0.9814814814814815
FAM166B	0.967741935483871
FAM166C	1.0
FAM167A	0.9705882352941176
FAM167B	1.0
FAM168A	1.0
FAM168B	1.0
FAM169A	0.9714285714285714
FAM170A	1.0
FAM170B	1.0
FAM171A1	1.0
FAM171A2	1.0
FAM171B	0.9
FAM172A	1.0
FAM174A	1.0
FAM174B	1.0
FAM177A1	0.75
FAM177A1;PPP2R3C	0.0
FAM177B	1.0
FAM178B	1.0
FAM180A	1.0
FAM180B	1.0
FAM181A	1.0
FAM181B	1.0
FAM183A	0.7777777777777778
FAM184A	0.9855072463768116
FAM184B	0.9873417721518988
FAM185A	1.0
FAM186A	0.884393063583815
FAM186B	0.8141592920353983
FAM187B	1.0
FAM189A1	0.96
FAM189A2	0.8297872340425532
FAM189B	1.0
FAM193A	1.0
FAM193B	1.0
FAM199X	1.0
FAM200A	1.0
FAM204A	1.0
FAM205A	0.9722222222222222
FAM207A	1.0
FAM209A	1.0
FAM209B	1.0
FAM20A	0.46511627906976744
FAM20B	1.0
FAM20C	0.5166666666666667
FAM210A	1.0
FAM210B	1.0
FAM214A	1.0
FAM214B	1.0
FAM216A	1.0
FAM216B	1.0
FAM217A	0.9574468085106383
FAM217B	1.0
FAM219A	1.0
FAM219B	1.0
FAM219B;FAM219B	1.0
FAM220A	1.0
FAM221A	0.9583333333333334
FAM221B	1.0
FAM222A	0.88
FAM222B	0.9714285714285714
FAM227A	0.975609756097561
FAM227B	1.0
FAM227B;GALK2	1.0
FAM228A	1.0
FAM228B	0.9166666666666666
FAM229A	0.9166666666666666
FAM229B	1.0
FAM234A	0.8846153846153846
FAM234B	0.8181818181818182
FAM237A	0.6666666666666666
FAM240A	1.0
FAM241A	1.0
FAM24A	1.0
FAM24B	1.0
FAM25A	1.0
FAM25C;FAM25G	1.0
FAM32A	1.0
FAM3A	0.5555555555555556
FAM3B	0.6666666666666666
FAM3C	1.0
FAM3D	0.9333333333333333
FAM43A	1.0
FAM43B	1.0
FAM47A	0.8823529411764706
FAM47B	0.8166666666666667
FAM47C	0.935064935064935
FAM47E	1.0
FAM47E-STBD1;STBD1	1.0
FAM47E;FAM47E-STBD1	1.0
FAM50A	0.8205128205128205
FAM50B	1.0
FAM53A	0.9107142857142857
FAM53B	1.0
FAM53C	0.96
FAM71A	0.9482758620689655
FAM71B	1.0
FAM71C	1.0
FAM71D	1.0
FAM71E1	0.9545454545454546
FAM71E2	0.9591836734693877
FAM71F1	0.9375
FAM71F2	1.0
FAM72A	1.0
FAM72B	1.0
FAM72C;FAM72D	1.0
FAM76A	1.0
FAM76B	1.0
FAM78A	1.0
FAM78B	1.0
FAM81A	1.0
FAM81B	1.0
FAM83A	1.0
FAM83B	0.9393939393939394
FAM83C	0.9647058823529412
FAM83D	0.8
FAM83E	0.9642857142857143
FAM83F	0.9807692307692307
FAM83G	0.9855072463768116
FAM83H	0.7567567567567568
FAM86B1	0.98
FAM86B2	1.0
FAM89A	1.0
FAM89B	1.0
FAM8A1	0.9090909090909091
FAM90A1	0.9333333333333333
FAM90A26	1.0
FAM91A1	1.0
FAM98A	0.9705882352941176
FAM98B	0.9629629629629629
FAM98C	0.8157894736842105
FAM9A	0.8947368421052632
FAM9B	0.9375
FAM9C	1.0
FAN1	0.5683760683760684
FANCA	0.44994145199063235
FANCA;FANCA	1.0
FANCB	0.6003787878787878
FANCC	0.5327868852459017
FANCD2	0.4562607204116638
FANCD2;FANCD2	0.3333333333333333
FANCD2OS	1.0
FANCE	0.4963768115942029
FANCF	0.5601965601965602
FANCG	0.3333333333333333
FANCI	0.5075593952483801
FANCI;FANCI	0.0
FANCI;POLG	0.0
FANCL	0.4753747323340471
FANCM	0.6695949243533431
FANK1	0.92
FAP	0.9019607843137255
FAR1	0.575
FAR2	0.9285714285714286
FARP1	0.9342105263157895
FARP2	0.9024390243902439
FARS2	0.6062176165803109
FARSA	0.8085106382978723
FARSB	0.6940298507462687
FAS	0.5841269841269842
FASLG	0.5594405594405595
FASN	0.5587392550143266
FASTK	1.0
FASTKD1	0.9629629629629629
FASTKD2	0.6572769953051644
FASTKD3	0.975609756097561
FASTKD5	1.0
FAT1	0.6572769953051644
FAT2	0.7134328358208956
FAT3	0.8125
FAT4	0.6158285243198681
FAT4;FAT4	0.0
FATE1	0.95
FAU	1.0
FAXC	1.0
FAXDC2	0.9523809523809523
FBF1	0.9523809523809523
FBH1	1.0
FBL	0.9444444444444444
FBLIM1	0.9166666666666666
FBLL1	0.0
FBLN1	0.6231884057971014
FBLN2	0.9454545454545454
FBLN5	0.64
FBLN7	0.9142857142857143
FBN1	0.5644883247139947
FBN1;FBN1	1.0
FBN2	0.6442227763923525
FBN3	0.6840934371523916
FBP1	0.3148148148148148
FBP2	0.9090909090909091
FBRS	0.9591836734693877
FBRSL1	0.9030303030303031
FBXL12	1.0
FBXL12;FBXL12	1.0
FBXL13	1.0
FBXL14	0.8947368421052632
FBXL15	1.0
FBXL16	0.9166666666666666
FBXL17	0.9259259259259259
FBXL18	0.9361702127659575
FBXL19	0.8285714285714286
FBXL19;FBXL19	0.0
FBXL2	0.875
FBXL20	1.0
FBXL22	0.9583333333333334
FBXL3	0.631578947368421
FBXL4	0.6363636363636364
FBXL5	0.9629629629629629
FBXL6	0.9827586206896551
FBXL7	1.0
FBXL8	0.9210526315789473
FBXO10	0.8863636363636364
FBXO11	0.5176991150442478
FBXO15	0.975609756097561
FBXO16	0.6296296296296297
FBXO17	0.96
FBXO2	0.9230769230769231
FBXO21	0.9666666666666667
FBXO22	0.9473684210526315
FBXO24	1.0
FBXO25	1.0
FBXO27	1.0
FBXO28	0.7714285714285715
FBXO3	0.9047619047619048
FBXO30	0.9285714285714286
FBXO31	0.6119402985074627
FBXO32	0.7307692307692307
FBXO33	0.9772727272727273
FBXO34	1.0
FBXO36	1.0
FBXO38	0.6924528301886792
FBXO39	1.0
FBXO4	0.96
FBXO40	0.9534883720930233
FBXO41	1.0
FBXO42	1.0
FBXO43	0.8157894736842105
